IDP;NOMBRE;DESCRIPCION;PRECIO
1594;PREMEZCLAS, GODET;BIZCOCHUELO VAINILLA GODET X 480 GRS;25.87
1595;PREMEZCLAS, LA CAMPAGNOLA;GELATINA CEREZA BC LA CAMPAGNOLA CAJA X 30 G;13.1
1596;SAL, LA PARMESANA;SAL DIETETICA LA PARMESANA X 75 GRS;39.99
1597;SAL, LA PARMESANA;SAL DIETETICA SABOR APIO LA PARMESANA X 75 GRS;39.99
1598;SAL, LA PARMESANA;SAL DIETETICA SABOR CEBOLLA LA PARMESANA X 75 GRS;39.99
1599;SAL, LA PARMESANA;SAL DIETETICA SABORIZADA AJO LA PARMESANA X 75 GRS;39.99
1600;SAL, DOS ANCLAS;SAL ENTREFINA DOS ANCLAS ESTUCHE X 500 GRS;8.99
1601;SAL, DOS ANCLAS;SAL FINA LIGHT DOS ANCLAS ESTUCHE X 500 GRS;64.18
1602;VINAGRE, DOS ANCLAS;VINAGRE  VINO  DOS ANCLAS  X 500 CC;16.61
1603;AGUAS, CARREFOUR;AGUA MINERAL SIN GAS BAJO SODIO CARREFOUR X 2 LT;12.38
1604;AGUAS, KIN;AGUA MINERAL SIN GAS KIN PET X 2 LT;13.61
1605;AGUAS SABORIZADA, FAVALORO;AGUA SABOR NARANJA CELLIER FAVALORO X1.5LT;14.04
1606;AGUAS SABORIZADA, H2OH!;AGUA SABORIZADA MARACUYA CON GAS H2OH X 1.5 LT;23.65
1607;AGUAS SABORIZADA, H2OH!;AGUA SABORIZADA NARANCHELO PET H2OH X 1.5 LT;23.65
1608;AGUAS SABORIZADA, CARREFOUR;AGUA SABORIZADA NRNJ-DRZN C/GAS CARREFOUR X 1.5 LT;14.04
1609;GASEOSAS, PEPSI;GASEOSA COLA LIGHT PEPSI PET X 1.5 LT;23.76
1610;GASEOSAS, CUNNINGTON;GASEOSA COLA REGULAR CUNNINGTON PET X 2.25 LT;23.53
1611;GASEOSAS, LIMIT;GASEOSA COLA REGULAR LIMIT X 2.25 LT;18
1612;GASEOSAS, COCA COLA;GASEOSA COLA ZERO COCA COLA PET X 1.5 LT;26.46
1613;GASEOSAS, CUNNINGTON;GASEOSA LIMA LIMON REGULAR CUNNINGTON PET X 2.25 L;23.53
1614;GASEOSAS, LIMIT;GASEOSA LIMA LIMON REGULAR LIMIT 2.25 LT;18
1615;GASEOSAS, SPRITE;GASEOSA LIMA LIMON ZERO SPRITE PET X 1.5 LT;26.46
1616;GASEOSAS, MIRINDA;GASEOSA NARANJA REGULAR MIRINDA PET X 1.5 LT;20.95
1617;GASEOSAS, FANTA;GASEOSA NARANJA ZERO VITAMINA C FANTA PET X 1.5 LT;26.46
1618;GASEOSAS, ANTARTICA;GASEOSA SABOR GUARANA ZERO ANTARTICA X 1.5 LT;23.76
1619;JUGOS EN POLVO, VERAO;JUGO EN POLVO ANANA VERAO X 10 GRS;2.75
1620;JUGOS EN POLVO, BC LA CAMPAGNOLA;JUGO EN POLVO MANZANA BC LA CAMPAGNOLA X 8.5 GRS;3.09
1621;JUGOS EN POLVO, VERAO;JUGO EN POLVO MANZANA VERAO X 10 GRS;2.75
1622;JUGOS EN POLVO, VERAO;JUGO EN POLVO NARANJA DURAZNO VERAO X 10 GRS;2.75
1623;JUGOS EN POLVO, VERAO;JUGO EN POLVO NARANJA VERAO X 10 GRS;2.75
1624;JUGOS NATURALES, BC LA CAMPAGNOLA;JUGO NATURAL NARANJA BC X 1 LT;24.52
1625;AZUCAR, DOMINO;AZUCAR BLANCA MOLIDA DOMINO X 1000 GRS;15.1
1626;AZUCAR, LEDESMA;AZUCAR MOLIDA CLASICA LEDESMA BOLSA X 1 KG;18.49
1627;AZUCAR, CHANGO;AZUCAR TIPO A BOLSA CHANGO X 1000 GRS;18.49
1628;CACAO, ARCOR;CACAO EN POLVO ARCOR BOLSA X 360 GRS;22.28
1629;CAFÉ, LA MORENITA;CAFE INSTANTANEO LA MORENITA X 100 GRS;43.35
1630;ENDULZANTES, TUY;EDULCORANTE SOBRES C/ASPARTAMO TUY CAJA X 100 UNI;29.85
1631;GALLETAS AGUA, OKEBON;GALLETITAS 10 SEMILLAS OKEBON X 225 GRS;26.49
1632;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS 5 SEMILLAS PASEOX150G;17.36
1633;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS PASEO X 150 GRS;12.68
1634;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS SALVADO PASEO X150GRS;17.36
1635;GALLETAS AGUA, PASEO;GALLETITAS MINI CRACKERS SESAMO PASEO X 150GRS;17.36
1636;GALLETAS DULCES, OKEBON;GALLETITAS CHISPAS CHOCO BLANCO OKEBON X 145 GRS;14.99
1637;GALLETAS DULCES, OKEBON;GALLETITAS CHISPAS CHOCOLATE OKEBON X 145 GRS;14.99
1638;GALLETAS DULCES, MACUCAS;GALLETITAS CHOCOLATE RELL VAINI MACUCAS X 123 GRS;8.82
1639;GALLETAS DULCES, TERRABUSI;GALLETITAS ROCOCO TERRABUSI X 160 GRS;18.36
1640;GALLETAS DULCES, VOCACION;GALLETITAS VAINILLA CLASICAS VOCACION 3 X 155 GRS;19.52
1641;GALLETAS DULCES, OKEBON;GALLETITAS VAINILLA PANAL FORTI PLUS OKEBON X 280G;19.35
1642;INFUSION TE, LA MORENITA;TE EN SAQUITOS RAPIDA INFUSION LA MORENITA X 25 UN;9.61
1643;INFUSION TE, ROSAMONTE;TE EN SAQUITOS ROSAMONTE X 25 UNI;8.87
1644;INFUSION TE, LA TRANQUERA;TE EN SAQUITOS SIN SOBRE LA TRANQUERA X 50 UNI;20.51
1645;INFUSION TE, TARAGUI;TE FILTRO ESPECIAL S/ENS. SAQ. TARAGUI X 25 UNI;9.82
1646;INFUSION YERBA, ROMANCE;YERBA MATE  ROSAMONTE JUNIOR  1 KL;58.07
1647;INFUSION YERBA, UNION;YERBA MATE BCP ORIGEN CONTROLADO UNION X 500 GRS;29.58
1648;INFUSION YERBA, LA TRANQUERA;YERBA MATE C/PALO SEL ESPEC LA TRANQUERA X 1 KG;53.65
1649;INFUSION YERBA, LA TRANQUERA;YERBA MATE C/PALO SEL ESPEC LA TRANQUERA X 500GRS;29.34
1650;INFUSION YERBA, AMANDA;YERBA MATE CAMPO AMANDA X 1 KG;59.72
1651;INFUSION YERBA, MANANITA;YERBA MATE CAMPO Y MONTE MANANITA X 1 KG;51.8
1652;INFUSION YERBA, AMANDA;YERBA MATE CON PALO AMANDA X 1 KG;52.84
1653;INFUSION YERBA, ROSAMONTE;YERBA MATE CON PALO JUNIOR ROSAMONTE X 500 GRS;28.1
1654;INFUSION YERBA, ROMANCE;YERBA MATE CON PALO ROMANCE X 1 KG;52.87
1655;INFUSION YERBA, TARAGUI;YERBA MATE LIVIANA TARAGUI X 1 KG;58.2
1656;INFUSION YERBA, NOBLEZA GAUCHA;YERBA MATE SUAVE NOBLEZA GAUCHA X 500 GRS;27.55
1657;INFUSION YERBA, ROMANCE;YERBA MATE SUAVE ROMANCE X 1KG;59.72
1658;LECHE EN POLVO, PURISIMA;LECHE EN POLVO ENTERA PURISIMA CJ X 400 GRS;52.03
1659;LECHE LARGA VIDA, CARREFOUR;LECHE ENTERA UAT CARREFOUR X 1000 CC;21.91
1660;LECHE LARGA VIDA, VERONICA;LECHE ENTERA UAT VERONICA X 1L;21.91
1661;MATE COCIDO, CACHAMATE;MATE COCIDO CACHAMATE X 25 UNI;12.94
1662;MERMELADA, DULCOR;MERMELADA DE DURAZNO DULCOR FRASCO X 454 GRS;22.81
1663;MERMELADA, ARCOR;MERMELADA DE DURAZNO LIGHT ARCOR FRASCO X 390 GRS;32.88
1664;CARNE VACUNA;ESPINAZO;29.38
1665;CARNE VACUNA;PALETA;117.87
1666;CARNE VACUNA;PICADA COMÚN;55.33
1667;CARNE VACUNA;ROAST BEEF;103.7
1668;CARNE VACUNA;TAPA DE ASADO;104.88
1669;PANADERIA;PAN FRESCO;30.78
1670;FRUTAS;MANZANA;23.76
1671;VERDURAS;CEBOLLA;15.01
1672;VERDURAS;Lechuga x 1 Kg;26.89
1673;VERDURAS;PAPA;11.23
1674;VERDURAS;Zanahoria x 1 Kg;20.85
1675;HAMBURGUESA, PATY;HAMBURGUESA CONGELADA EXPRESS PATY X 4 UNI;35.7
1676;HAMBURGUESA, SWIFT;MEDALLON DE CARNE SUPERCONGELADO SWIFT X 4 UNI;35.08
1677;LECHE CHOCOLATADA, 7DIAS;LECHE CHOCOLATADA 7 DIAS X 200 CC;8.33
1678;LECHE CHOCOLATADA, MILKAUT;LECHE CHOCOLATADA UAT MILKAUT X 1L;24.76
1679;POSTRE LACTEO, SER;FLAN DE VAINILLA SER PACK X 2 U;15.26
1680;POSTRE LACTEO, SERENITO;FLAN FORTIFICADO VAINILLA SERENITO X 210 GRS;15.26
1681;POSTRE LACTEO, DANETTE;FLAN VAINILLA CON CARAMELO DANETTE X 2 U;15.26
1682;POSTRE LACTEO, ROYAL;MOUSEE CHOCOLATE MANJARES LIGHT ROYAL X 40 GRS;11.63
1683;POSTRE LACTEO, ROYAL;MOUSSE DULCE DE LECHE LIGHT ROYAL X 30 GRS;11.63
1684;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE  SHIMY X 120 GRS;9.25
1685;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE C/DD LECHE SHIMY X 120 GRS;9.25
1686;POSTRE LACTEO, SHIMY;POSTRE DULCE DE LECHE SHIMY X 120 GRS;9.25
1687;POSTRE LACTEO, DANETTE;POSTRE FLAN DULCE DE LECHE DANETTE X 2 UNI;15.26
1688;POSTRE LACTEO, SHIMY;POSTRE VAINILLA C/DD LECHE SHIMY X 120 GRS;9.25
1689;POSTRE LACTEO, SHIMY;POSTRE VAINILLA SHIMY X 120 GRS;9.25
1690;QUESO CREMA, CASANCREM;QUESO CREMA CLASICO CASANCREM X 500 GRS;61.21
1691;QUESO CREMA, CASANCREM;QUESO CREMA LIGHT CASANCREM X 500 GRS;59.69
1692;QUESO CREMA, VERONICA;QUESO UNTABLE VERONICA X 190 GRS;28.84
1693;SALCHICHAS, ICB;SALCHICHAS ICB X 6;15.8
1694;SALCHICHAS, LA BLANCA;SALCHICHAS SIN PIEL LA BLANCA X 6 U;15.82
1695;TAPA DE EMPANADA, FARGO;TAPA P/EMPANADA HORNO FARGO X 16 U;25.49
1696;TAPA DE TARTA PASCUALIN, LA SALTENA;TAPA PASCUALINA LIGHT LA SALTENA 2 X 400 GRS;32.55
1697;YOGURT, LA SERENISIMA;YOGUR ENT FRUTI FORT YOGURISIMO CREMIX 2 X 120 GRS;21.6
1698;YOGURT, LA SERENISIMA;YOGUR ENT VAINI FORT YOGURISIMO CREMIX 2 X 120 GRS;21.6
1699;YOGURT, SANCOR;YOGUR ENT. DESC FRUTILLA SANCOR YOGS BOTELLA X 185;15.9
1700;YOGURT, SANCOR;YOGUR ENT. DESC VAINILLA SANCOR YOGS BOTELLA X 185;15.9
1701;YOGURT, LA SERENISIMA;YOGUR ENTERO FRUTILLA FIRME YOGURISIMO 2 X 125 GRS;21.6
1702;YOGURT, LA SERENISIMA;YOGUR ENTERO VAINILLA FIRME YOGURISIMO 2 X 125 GRS;21.6
1703;ADHESIVOS, PELIKAN;ADH SINTETICO PELIKAN 50ML;14.52
1704;BOLIGRAFO, BIC;BOLIG BIC ROUND STICK SURT X4U;17.86
1705;BOLIGRAFO, CARREFOUR;BOLIG CARREFOUR AZUL X4U;13.99
1706;BOLIGRAFO, FILGO;BOLIG FILGO STICK 026 AZUL X4U;9.9
1707;BOLIGRAFO, FILGO;BOLIG FILGO STICK 026 SURTIDO X4U;9.9
1708;BOLIGRAFO, PELIKAN;BOLIG POINTEC AZUL X4U;15.12
1709;BOLIGRAFO, FILGO;BOLIG RETRACTIL FILGO REAL GRIP NEGRO;6.9
1710;BORRATINTA, FILGO;BORRATINTA JET KILLER X2U;26.1
1711;CARTUCHO, FILGO;CARTUCHO FILGO AZUL X6U;8.62
1712;CARTUCHO, PELIKAN;CARTUCHO PELIKAN 2 CAJAS X6U C/U;53.56
1713;CRAYONES, PELIKAN;CRAYONES SYLVAPEN X12U;28.12
1714;CUADERNO, GLORIA / AMERICA;CUAD ARA A 42H RAY AZUL;25.28
1715;CUADERNO, GLORIA / AMERICA;CUAD T/F RAYADO 48H 48 HOJAS.;9.53
1716;LAPICERA, FILGO;LAPICERA FILGO TINTA GEL BORRAXION;45.85
1717;LAPIZ, PELIKAN;L.COLORES PELIKAN X12U;44.12
1718;LAPIZ, FILGO;L.GRAFITO FILGO SIGMA FLEX X4U;7.9
1719;LAPIZ, PELIKAN;L.GRAFITO PELIKAN C/GOMA X4U;28.12
1720;LAPIZ, FILGO;LAPIZ CORRECTOR CARREFOUR;16.2
1721;MINAS, FILGO;MINAS 2B FILGO 0.5MM;6.92
1722;MINAS, FILGO;MINAS B FILGO 0.5MM;6.92
1723;MINAS, FILGO;MINAS HB FILGO 0.5MM;6.92
1724;PORTAMINAS, FILGO;PORTAMINA FILGO REAL GRIP 0.5MM AZUL;6.33
1725;REPUESTO HOJAS, GLORIA / AMERICA;REPUESTO CUADRICULADO POR 96 HOJAS;23.45
1726;REPUESTO HOJAS, GLORIA / AMERICA;REPUESTO RAYADO POR 96 HOJAS;23.45
1727;RESALTADOR, FILGO;RESALT FILGO AMARILLO;9.93
1728;RESALTADOR, FILGO;RESALT FILGO CELESTE;9.93
1729;RESALTADOR, FILGO;RESALT FILGO NARANJA;9.93
1730;RESALTADOR, FILGO;RESALT FILGO ROSA;9.93
1731;RESALTADOR, FILGO;RESALT FILGO VERDE;9.93
1732;ESCARBADIENTES, IBERIA;PALILLERO ZODIACO X 50UNID;14.89
1733;PAÑALES, PAMPERS;PANALES TALLE G MEGA SUPERSEC PAMPERS X 22 UNI;88.39
1734;PAÑALES, PAMPERS;PANALES TALLE M MEGA SUPERSEC PAMPERS X 26 UNI;88.39
1735;PAÑALES, PAMPERS;PANALES TALLE PEQ SUPERSEC PAMPERS X 30 UNI;88.39
1736;PAÑALES, PAMPERS;PANALES TALLE XG MEGA SUPERSEC PAMPERS X 18 UN;88.39
1737;PAÑALES, PAMPERS;PANALES TALLE XXG MEGA SUPERSEC PAMPERS X 18 U;88.39
1738;ANTIPOLILLAS, AIRE PUR;ANTIPOLILLAS PERCHA LAVANDA AIRE PUR X 1 UNI;26.79
1739;MATA MOSCAS, MOSQUI TRAP;MATA MOSCAS Y MOSQUITOS AERO MOSQUI TRAP X400CC;34.13
1740;POLILLAS, IBERIA;NAFTALINA REFINADA MAXIMA PUREZA IBERIA X 200G;63.61
1741;REPELENTES, AGENT X;APARATO AHUYENTA MOSQUITOS S/VENENO AGENTX X 1 UNI;53.18
1742;TABLETAS, FUYI;TABLETAS MATA MOSCAS-MOSQUITOS FUYI X 16 UNI;24.91
1743;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVA RTO 2EN1 AIRE PUR X350GRS;98.01
1744;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVANDA 2EN1 AIRE PUR X 75 G;72.04
1745;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESODORANTE LAVANDA AIRE PUR X 1 U;98.01
1746;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD TRABLET VAINILLA AIRE PUR X 75 GRS;86.22
1747;AUTOBRILLO, SUIZA;AUTOBRILLO INCOLORO SUIZA DP X 900 CC;32.37
1748;AUTOBRILLO, SUIZA;AUTOBRILLO NEGRO SUIZA DP X 900 CC;32.37
1749;AUTOBRILLO, SUIZA;AUTOBRILLO ROJO SUIZA DP X 900 CC;32.37
1750;CERA, CLINSY;CERA LIQUIDA NATURAL CLINSY X 900CC;66.93
1751;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANT FRUTILLA GIGANTE X545CC;35.9
1752;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANTE LIMON GIGANTE X 545CC;35.9
1753;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANTE POMELO GIGANTE X 545CC;35.9
1754;DETERGENTES, MAGISTRAL;DETERGENTE MANZANA VERDE MAGISTRAL X 500 CC;30.77
1755;EN POLVO, ZORRO;JABON EN POLVO A/E CLASICO ZORRO X 3 KG;109.99
1756;EN POLVO, ZORRO;JABON EN POLVO BAJA ESPUMA CLASICO ZORRO X 3 KG;109.99
1757;ESPONJAS Y PANOS, VIRULANA;ESPONJA CON MULTIONDAS VIRULANA X 1 UNI;17.17
1758;ESPONJAS Y PANOS, VIRULANA;ESPONJA MULTIONDAS SIN RAYAS VIRULANA X 1 UNI;17.17
1759;ESPONJAS Y PANOS, VIRULANA;FIBRA ESPONJA LISA VIRULANA X 1 UNI;7.12
1760;JABON EN PAN, ZORRO;JABON EN PAN ESFERAS ACTIVAS ZORRO X 150 GRS;8.09
1761;JABON EN PAN, GIGANTE;JABON EN PAN LIMP CLASICA GIGANTE X 2UNI X 200 GRS;16.76
1762;JABON EN POLVO, GRANBY;GRANBY POLVO LAVADO TOTAL 24X800G;20.44
1763;LAVANDINA, AYUDIN;LAVANDINA CONCENTRADA AYUDIN X 1 LT;11.55
1764;LAVANDINA, QUERUBIN;LAVANDINA TRADICIONAL QUERUBIN X 2 LT;25.17
1765;LAVAZAPATILLA, IBERIA;LAVAZAPATILLA IBERIA X 300 CC;58.85
1766;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR COCINA ANTIGRASA CARREFOUR DP X 900 CC;17.1
1767;LIMPIADOR LIQUIDO, CIF;LIMPIADOR GEL FACIL ENJUAGUE CIF X 500 CC;43.78
1768;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR P/BANO CARREFOUR DP X 900 CC;19.34
1769;LIMPIADOR LIQUIDO, SUIZA;LIMPIADOR P/PISOS PLASTICOS Y FLOTANTES SUIZA;31.59
1770;LIMPIADOR LIQUIDO, SUIZA;LIMPIADOR PISOS PLASTIFICADOS SUIZA X 400 CC;15.87
1771;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR VIDRIOS CARREFOUR DP X 900 CC;17.41
1772;LIQUIDO, GIGANTE;BARRA QUITAMANCHAS GIGANTE X 1UNI;10.85
1773;LIQUIDO, ALGABO;JABON LIQUIDO FLORAL RAIN DOY PACK ALGABO X 300 CC;25.3
1774;LIQUIDO, ZORRO;JABON LIQUIDO P/ROPA CLASICO ZORRO DP X 1.5 CC;61.19
1775;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 3000CC;195
1776;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 800 CC;53.55
1777;LUSTRAMUEBLES, SUIZA;LUSTRAMUEBLE CREMA SUIZA X 200 CC;16.84
1778;PAPEL HIGIENICO, SCOTT;PAPEL HIGIENICO D/HOJA GOLD SCOTT 30 MTS X 4 UNI;42.8
1779;SUAVIZANTES, ZORRO;SUAVIZANTE BOUQUET DE GARDENIAS ZORRO X 900 CC;23.19
1780;SUAVIZANTES, GIGANTE;SUAVIZANTE P/ROPA FORM ECONOMIC GIGANTE X 900 CC;18.9
1781;ACONDICIONADOR, PLUSBELLE;ACONDICIONADOR BRILLO SUBLIME PLUSBELLE X 650 CC;55.99
1782;ACONDICIONADOR, DUC;ACONDICIONADOR C/EXTRA SEDA HIDRA REV DUC X350CC;52.45
1783;ACONDICIONADOR, DUC;ACONDICIONADOR C/EXTRA SEDA RIZOS PERF DUC X350CC;52.45
1784;ACONDICIONADOR, DUC;ACONDICIONADOR C/SEDA LISO RADIANTE DUCX 350 CC;52.45
1785;ACONDICIONADOR, HERBAL ESSENCE;ACONDICIONADOR HIDRADISIACO HERBAL ESSENCES X300CC;45.75
1786;ALCOHOL ETILICO, PUROCOL;ALCOHOL ETILICO 96 MF X 500 CC;22.24
1787;ALCOHOL ETILICO, MF;ALCOHOL ETILICO EN GEL MF X 250 CC;34.77
1788;CREMA CORPORAL, HINDS;CREMA CORPORAL HIDRATACION ESENCIAL HINDS X 250 CC;41.11
1789;CREMA CORPORAL, NIVEA;CREMA CORPORAL REAFIRMANTE Q10 PLUS NIVEA X 250 CC;64.6
1790;CREMA CORPORAL, NIVEA;CREMA CORPORAL SOFT MILK C/KARITE NIVEA X 250 CC;49.28
1791;CUIDADO DE LA BARBA, BIC;MAQUINA DE AFEITAR COMFORT TWIN BIC X 5 UNI;42.37
1792;CUIDADO DE LA PIEL, BIC;MAQUINA DESECHABLE MUJER COMFORT3 BIC X 5 UNI;43.45
1793;DESODORANTES, REXONA;ANTITRANSPIRANTE AERO ANTIBACTERIAL REXONA X 150 C;35
1794;DESODORANTES, REXONA;ANTITRANSPIRANTE AERO ANTIBACTERIAL REXONA X 90 G;35
1795;DESODORANTES, PLUSBELLE;ANTITRANSPIRANTE AERO SIEM JOVEN PLUSBELLE X 210CC;34.99
1796;DESODORANTES, HINDS;ANTITRANSPIRANTE ROLLON FLOWERS HINDS X 60 GRS;22.55
1797;DESODORANTES, ETIQUET;ANTITRANSPIRANTE ROLLON HOMBRE ETIQUET X 60 GR;22.55
1798;DESODORANTES, PLUSBELLE;ANTITRANSPIRANTE ROLLON SIEM JOVEN PLUSBELLE X50CC;21.34
1799;DESODORANTES, NIVEA;ANTITRANSPIRTANTE FEM DRY NIVEA X 150 CC;38.2
1800;DESODORANTES, NIVEA;ANTITRANSPIRTANTE MASC DRY IMPACT NIVEA X 150 CC;38.2
1801;DESODORANTES, AXE;DESODORANTE BODYSPRAY BLACK NIGHT AXE X 150 CC;35
1802;HIGIENE FEMENINA, ALWAYS;TOALLA FEMENINA PLUS SUAVE C/ALAS ALWAYS X 8 UNI;24.53
1803;HISOPOS, Q-SOFT;HISOPOS Q SOFT ESTUCHE X 100 UNI;23.5
1804;JABON DE TOCADOR, CAMPOS VERDES;JABON TOCADOR ENERGIA DE SOL CAMPOS VERDES X120GRS;8.85
1805;JABON DE TOCADOR, KENIA;JABON TOCADOR GLICERINA KENIA 3 X 90 GRS;29.66
1806;OLEO, BABYBASIC;OLEO CALCAREO S/FRAGANCIA BABYBASIC X 500 CC;61.97
1807;PAÑUELOS, CAMPANITA;PANUELOS DESCARTABLES BOX CAMPANITA X 75 UNI;9.28
1808;PASTA DENTAL, SENSODYNE;CREMA DENTAL MULTIPROTECCION SENSODYNE X 50 GR;36.49
1809;PASTA DENTAL, KOLYNOS;CREMA DENTAL TRIPLE 1 2 3 KOLYNOS X 90 GRS;11.35
1810;PASTA DENTAL, AQUA;CREMA DENTAL TRIPLE PROTECCION AQUAFRESH X 85G;35.12
1811;PRESERVATIVOS, PRIME;PRESERVATIVO EXTRA LUBRICADO PRIME X 12 UNI;124.09
1812;PRESERVATIVOS, PRIME;PRESERVATIVO SUPER FINO PRIME X 12 UNI;124.09
1813;PRESERVATIVOS, TULIPAN;PRESERVATIVOS CLASSIC TULIPAN X 6 UNI;35.97
1814;PRESERVATIVOS, TULIPAN;PRESERVATIVOS SUPER FINO TULIPAN X 6 UNI;35.97
1815;PROTECTOR SOLAR, NIVEA;BLOQUEADOR SOLAR HIDRAT F30 NIVEA SUN X 200 CC;140.85
1816;PROTECTOR SOLAR, NIVEA;PROTECTOR SOLAR HIDRATAN F15 NIVEA SUN X 200CC;124.9
1817;REPELENTES, OFF;REPELENTE EN CREMA OFF X 200 GRS;43.99
1818;SHAMPOO, PLUSBELLE;SHAMPOO BRILLO SUBLIME PLUSBELLE X 650 CC;55.99
1819;SHAMPOO, DUC;SHAMPOO C/ EXT DE SEDA RIZOS PERFECTOS DUCX 350 CC;52.45
1820;SHAMPOO, DUC;SHAMPOO C/ EXTR DE SEDA HIDRATA REVIT DUCX 350 CC;52.45
1821;SHAMPOO, DUC;SHAMPOO C/ EXTRA DE SEDA LISO RADIANTE DUCX 350 CC;52.45
1822;SHAMPOO, CLEAR;SHAMPOO CAIDA CONTROL CLEAR X 200 CC;46.63
1823;SHAMPOO, CLEAR;SHAMPOO CAIDA DEFENSE CLEAR X 200 CC;46.63
1824;SHAMPOO, CLEAR;SHAMPOO DUAL EFFECT 2EN1 CLEAR X 200 CC;46.63
1825;SHAMPOO, HERBAL ESSENCE;SHAMPOO HIDRADISIACO HERBAL ESSENCES X 300 CC;45.75
1826;SHAMPOO, CLEAR;SHAMPOO ICE COOL MENTHOL MEN CLEAR X 200 CC;46.63
1827;SHAMPOO, CLEAR;SHAMPOO SUAVIDAD Y BRILLO CLEAR X 200 CC;46.63
1828;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLAS HUMEDA REFRESH QSOFT X 25 UNI;49.9
1829;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLAS HUMEDAS ALOE VERA Q-SOFT DP X 50 UNI;25
1830;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLITAS DESMAQ HIDRATANTE Q-SOFT X 25 UNI;49.9
1831;TOALLA DEMAQUILLANTE, IDEAL;TOALLITAS HUMEDAS CLASICAS DOY PACK IDEAL X 70 UNI;23.9
1832;CEPILLO, ORAL B;CEPILLO DENTAL CLASSIC ORAL B X 1 UNI;23.48
1833;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 1 Babelito x 1 Un;39.4
1834;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 2 Babelito x 1 Un;39.22
1835;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 3 Babelito x 1 Un;41.28
